n,depth,Time (s),TPU,TPL,Normalized Depth,Normalized TPU,Normalized TPL,Union-Find Class,Path Compression
41,1,0.0004680156707763672,18,58,0.024390243902439025,0.43902439024390244,1.4146341463414633,UnionRank,PS
51,2,0.0005290508270263672,29,79,0.0392156862745098,0.5686274509803921,1.5490196078431373,UnionRank,PS
61,2,0.0006258487701416016,33,93,0.03278688524590164,0.5409836065573771,1.5245901639344261,UnionRank,PS
71,2,0.0007450580596923828,34,104,0.028169014084507043,0.4788732394366197,1.4647887323943662,UnionRank,PS
81,1,0.0008480548858642578,54,134,0.012345679012345678,0.6666666666666666,1.654320987654321,UnionRank,PS
91,2,0.0009920597076416016,58,148,0.02197802197802198,0.6373626373626373,1.6263736263736264,UnionRank,PS
101,2,0.0010499954223632812,59,159,0.019801980198019802,0.5841584158415841,1.5742574257425743,UnionRank,PS
111,1,0.0011172294616699219,73,183,0.009009009009009009,0.6576576576576577,1.6486486486486487,UnionRank,PS
121,1,0.0012128353118896484,64,184,0.008264462809917356,0.5289256198347108,1.5206611570247934,UnionRank,PS
131,2,0.0014388561248779297,85,215,0.015267175572519083,0.648854961832061,1.6412213740458015,UnionRank,PS
141,2,0.0015769004821777344,80,220,0.014184397163120567,0.5673758865248227,1.5602836879432624,UnionRank,PS
151,2,0.001585245132446289,93,243,0.013245033112582781,0.6158940397350994,1.609271523178808,UnionRank,PS
161,2,0.001672983169555664,98,258,0.012422360248447204,0.6086956521739131,1.6024844720496894,UnionRank,PS
171,1,0.0017948150634765625,96,266,0.005847953216374269,0.5614035087719298,1.5555555555555556,UnionRank,PS
181,2,0.0021331310272216797,114,294,0.011049723756906077,0.6298342541436464,1.6243093922651934,UnionRank,PS
191,2,0.0019278526306152344,104,294,0.010471204188481676,0.5445026178010471,1.5392670157068062,UnionRank,PS
201,1,0.0020470619201660156,115,315,0.004975124378109453,0.572139303482587,1.5671641791044777,UnionRank,PS
211,2,0.0021741390228271484,133,343,0.009478672985781991,0.6303317535545023,1.6255924170616114,UnionRank,PS
221,2,0.0023288726806640625,124,344,0.00904977375565611,0.5610859728506787,1.5565610859728507,UnionRank,PS
231,2,0.002315998077392578,144,374,0.008658008658008658,0.6233766233766234,1.619047619047619,UnionRank,PS
241,1,0.002444744110107422,153,393,0.004149377593360996,0.6348547717842323,1.6307053941908713,UnionRank,PS
251,1,0.0027048587799072266,151,401,0.00398406374501992,0.601593625498008,1.597609561752988,UnionRank,PS
261,2,0.003075122833251953,184,444,0.007662835249042145,0.7049808429118773,1.7011494252873562,UnionRank,PS
